id,nat_dex,name,type1,type2,is_mega,is_gmax,is_legend,is_mythical,is_ultra_beast,generation,color,shape
28,18,pidgeot,normal,flying,False,False,False,False,False,1,brown,twowings
29,18,pidgeot_mega,normal,flying,True,False,False,False,False,6,brown,twowings
30,19,rattata,normal,,False,False,False,False,False,1,purple,quadruped
31,19,rattata_female,normal,,False,False,False,False,False,1,purple,quadruped
32,19,rattata_alola,normal,dark,False,False,False,False,False,7,black,quadruped
33,20,raticate,normal,,False,False,False,False,False,1,brown,quadruped
34,20,raticate_female,normal,,False,False,False,False,False,1,brown,quadruped
35,20,raticate_alola,normal,,False,False,False,False,False,7,black,quadruped
36,21,spearow,normal,flying,False,False,False,False,False,1,brown,twowings
37,22,fearow,normal,flying,False,False,False,False,False,1,brown,twowings
38,23,ekans,poison,,False,False,False,False,False,1,purple,snake
39,24,arbok,poison,,False,False,False,False,False,1,purple,snake
40,25,pikachu,electric,,False,False,False,False,False,1,yellow,quadruped
41,25,pikachu_female,electric,,False,False,False,False,False,1,yellow,quadruped
42,25,pikachu_original,electric,,False,False,False,False,False,1,yellow,quadruped
43,25,pikachu_hoenn,electric,,False,False,False,False,False,1,yellow,quadruped
44,25,pikachu_sinnoh,electric,,False,False,False,False,False,1,yellow,quadruped
45,25,pikachu_unova,electric,,False,False,False,False,False,1,yellow,quadruped
46,25,pikachu_kalos,electric,,False,False,False,False,False,1,yellow,quadruped
47,25,pikachu_alola,electric,,False,False,False,False,False,7,yellow,quadruped
48,25,pikachu_partner,electric,,False,False,False,False,False,1,yellow,quadruped
49,25,pikachu_world,electric,,False,False,False,False,False,1,yellow,quadruped
50,25,pikachu_gmax,electric,,False,True,False,False,False,8,yellow,quadruped
51,26,raichu,electric,,False,False,False,False,False,1,yellow,bipedtail
52,26,raichu_female,electric,,False,False,False,False,False,1,yellow,bipedtail
53,26,raichu_alola,electric,psychic,False,False,False,False,False,7,brown,bipedtail
54,27,sandshrew,ground,,False,False,False,False,False,1,yellow,bipedtail
55,27,sandshrew_alola,ice,steel,False,False,False,False,False,7,white,bipedtail
56,28,sandslash,ground,,False,False,False,False,False,1,yellow,bipedtail
57,28,sandslash_alola,ice,steel,False,False,False,False,False,7,blue,bipedtail
58,29,nidoran_female,poison,,False,False,False,False,False,1,blue,quadruped
59,30,nidorina,poison,,False,False,False,False,False,1,blue,quadruped
60,31,nidoqueen,poison,ground,False,False,False,False,False,1,blue,bipedtail
61,32,nidoran,poison,,False,False,False,False,False,1,purple,quadruped
62,33,nidorino,poison,,False,False,False,False,False,1,purple,quadruped
63,34,nidoking,poison,ground,False,False,False,False,False,1,purple,bipedtail
64,35,clefairy,fairy,,False,False,False,False,False,1,pink,bipedtail
65,36,clefable,fairy,,False,False,False,False,False,1,pink,bipedtail
66,37,vulpix,fire,,False,False,False,False,False,1,brown,quadruped
67,37,vulpix_alola,ice,,False,False,False,False,False,7,white,quadruped
68,38,ninetales,fire,,False,False,False,False,False,1,yellow,quadruped
69,38,ninetales_alola,ice,fairy,False,False,False,False,False,7,blue,quadruped
70,39,jigglypuff,normal,fairy,False,False,False,False,False,1,pink,biped
71,40,wigglytuff,normal,fairy,False,False,False,False,False,1,pink,biped
72,41,zubat,poison,flying,False,False,False,False,False,1,purple,twowings
73,41,zubat_female,poison,flying,False,False,False,False,False,1,purple,twowings
74,42,golbat,poison,flying,False,False,False,False,False,1,purple,twowings
75,42,golbat_female,poison,flying,False,False,False,False,False,1,purple,twowings
76,43,oddish,grass,poison,False,False,False,False,False,1,blue,headleg
77,44,gloom,grass,poison,False,False,False,False,False,1,blue,biped
78,44,gloom_female,grass,poison,False,False,False,False,False,1,blue,biped
79,45,vileplume,grass,poison,False,False,False,False,False,1,red,biped
80,45,vileplume_female,grass,poison,False,False,False,False,False,1,red,biped
81,46,paras,bug,grass,False,False,False,False,False,1,red,insectoid
82,47,parasect,bug,grass,False,False,False,False,False,1,red,insectoid
83,48,venonat,bug,poison,False,False,False,False,False,1,purple,biped
84,49,venomoth,bug,poison,False,False,False,False,False,1,purple,fourwings
85,50,diglett,ground,,False,False,False,False,False,1,brown,headbase
86,50,diglett_alola,ground,steel,False,False,False,False,False,7,brown,headbase
87,51,dugtrio,ground,,False,False,False,False,False,1,brown,manybodies
88,51,dugtrio_alola,ground,steel,False,False,False,False,False,7,brown,manybodies
89,52,meowth,normal,,False,False,False,False,False,1,yellow,quadruped
90,52,meowth_alola,dark,,False,False,False,False,False,7,blue,quadruped
91,52,meowth_galar,steel,,False,False,False,False,False,8,brown,bipedtail
92,52,meowth_gmax,normal,,False,True,False,False,False,8,yellow,quadruped
93,53,persian,normal,,False,False,False,False,False,1,yellow,quadruped
94,53,persian_alola,dark,,False,False,False,False,False,7,blue,quadruped
95,54,psyduck,water,,False,False,False,False,False,1,yellow,bipedtail
96,55,golduck,water,,False,False,False,False,False,1,blue,bipedtail
97,56,mankey,fighting,,False,False,False,False,False,1,brown,bipedtail
98,57,primeape,fighting,,False,False,False,False,False,1,brown,bipedtail
99,58,growlithe,fire,,False,False,False,False,False,1,brown,quadruped
100,58,growlithe_hisui,fire,rock,False,False,False,False,False,8,brown,quadruped
101,59,arcanine,fire,,False,False,False,False,False,1,brown,quadruped
102,59,arcanine_hisui,fire,rock,False,False,False,False,False,8,brown,quadruped
103,60,poliwag,water,,False,False,False,False,False,1,blue,headleg
104,61,poliwhirl,water,,False,False,False,False,False,1,blue,biped
105,62,poliwrath,water,fighting,False,False,False,False,False,1,blue,biped
106,63,abra,psychic,,False,False,False,False,False,1,brown,bipedtail
107,64,kadabra,psychic,,False,False,False,False,False,1,brown,bipedtail
108,64,kadabra_female,psychic,,False,False,False,False,False,1,brown,bipedtail
109,65,alakazam,psychic,,False,False,False,False,False,1,brown,biped
110,65,alakazam_female,psychic,,False,False,False,False,False,1,brown,biped
111,65,alakazam_mega,psychic,,True,False,False,False,False,6,brown,biped
112,66,machop,fighting,,False,False,False,False,False,1,gray,bipedtail
113,67,machoke,fighting,,False,False,False,False,False,1,gray,biped
114,68,machamp,fighting,,False,False,False,False,False,1,gray,biped
115,68,machamp_gmax,fighting,,False,True,False,False,False,8,gray,biped
116,69,bellsprout,grass,poison,False,False,False,False,False,1,green,biped
117,70,weepinbell,grass,poison,False,False,False,False,False,1,green,headbase
118,71,victreebel,grass,poison,False,False,False,False,False,1,green,headbase
119,72,tentacool,water,poison,False,False,False,False,False,1,blue,tentacles
120,73,tentacruel,water,poison,False,False,False,False,False,1,blue,tentacles
121,74,geodude,rock,ground,False,False,False,False,False,1,brown,headarm
122,74,geodude_alola,rock,electric,False,False,False,False,False,7,gray,headarm
123,75,graveler,rock,ground,False,False,False,False,False,1,brown,biped
124,75,graveler_alola,rock,electric,False,False,False,False,False,7,gray,biped
125,76,golem,rock,ground,False,False,False,False,False,1,brown,biped
126,76,golem_alola,rock,electric,False,False,False,False,False,7,gray,biped
127,77,ponyta,fire,,False,False,False,False,False,1,yellow,quadruped
128,77,ponyta_galar,psychic,,False,False,False,False,False,8,white,quadruped
129,78,rapidash,fire,,False,False,False,False,False,1,yellow,quadruped
130,78,rapidash_galar,psychic,fairy,False,False,False,False,False,8,white,quadruped
131,79,slowpoke,water,psychic,False,False,False,False,False,1,pink,quadruped
132,79,slowpoke_galar,psychic,,False,False,False,False,False,8,pink,quadruped
133,80,slowbro,water,psychic,False,False,False,False,False,1,pink,bipedtail
134,80,slowbro_galar,poison,psychic,False,False,False,False,False,8,pink,bipedtail
135,80,slowbro_mega,water,psychic,True,False,False,False,False,6,pink,headarm
136,81,magnemite,electric,steel,False,False,False,False,False,1,gray,headarm
137,82,magneton,electric,steel,False,False,False,False,False,1,gray,manybodies
138,83,farfetchd,normal,flying,False,False,False,False,False,1,brown,twowings
139,83,farfetchd_galar,fighting,,False,False,False,False,False,8,brown,twowings
140,84,doduo,normal,flying,False,False,False,False,False,1,brown,headleg
141,84,doduo_female,normal,flying,False,False,False,False,False,1,brown,headleg
142,85,dodrio,normal,flying,False,False,False,False,False,1,brown,headleg
143,85,dodrio_female,normal,flying,False,False,False,False,False,1,brown,headleg
144,86,seel,water,,False,False,False,False,False,1,white,fin
145,87,dewgong,water,ice,False,False,False,False,False,1,white,fin
146,88,grimer,poison,,False,False,False,False,False,1,purple,headarm
147,88,grimer_alola,poison,dark,False,False,False,False,False,7,green,headarm
148,89,muk,poison,,False,False,False,False,False,1,purple,headarm
149,89,muk_alola,poison,dark,False,False,False,False,False,7,green,headarm
150,90,shellder,water,,False,False,False,False,False,1,purple,head
151,91,cloyster,water,ice,False,False,False,False,False,1,purple,head
152,92,gastly,ghost,poison,False,False,False,False,False,1,purple,head
153,93,haunter,ghost,poison,False,False,False,False,False,1,purple,headarm
154,94,gengar,ghost,poison,False,False,False,False,False,1,purple,bipedtail
155,94,gengar_gmax,ghost,poison,False,True,False,False,False,8,purple,bipedtail
156,94,gengar_mega,ghost,poison,True,False,False,False,False,6,purple,bipedtail
157,95,onix,rock,ground,False,False,False,False,False,1,gray,snake
158,96,drowzee,psychic,,False,False,False,False,False,1,yellow,biped
159,97,hypno,psychic,,False,False,False,False,False,1,yellow,biped
160,97,hypno_female,psychic,,False,False,False,False,False,1,yellow,biped
161,98,krabby,water,,False,False,False,False,False,1,red,insectoid
162,99,kingler,water,,False,False,False,False,False,1,red,insectoid
163,99,kingler_gmax,water,,False,True,False,False,False,8,red,insectoid
164,100,voltorb,electric,,False,False,False,False,False,1,red,head
165,100,voltorb_hisui,electric,grass,False,False,False,False,False,8,red,head
166,101,electrode,electric,,False,False,False,False,False,1,red,head
167,101,electrode_hisui,electric,grass,False,False,False,False,False,8,red,head
168,102,exeggcute,grass,psychic,False,False,False,False,False,1,pink,manybodies
169,103,exeggutor,grass,psychic,False,False,False,False,False,1,yellow,headleg
170,103,exeggutor_alola,grass,dragon,False,False,False,False,False,7,yellow,headleg
171,104,cubone,ground,,False,False,False,False,False,1,brown,bipedtail
172,105,marowak,ground,,False,False,False,False,False,1,brown,bipedtail
173,105,marowak_alola,fire,ghost,False,False,False,False,False,7,purple,bipedtail
174,106,hitmonlee,fighting,,False,False,False,False,False,1,brown,biped
175,107,hitmonchan,fighting,,False,False,False,False,False,1,brown,biped
176,108,lickitung,normal,,False,False,False,False,False,1,pink,bipedtail
177,109,koffing,poison,,False,False,False,False,False,1,purple,head
178,110,weezing,poison,,False,False,False,False,False,1,purple,manybodies
179,110,weezing_galar,poison,fairy,False,False,False,False,False,8,gray,manybodies
180,111,rhyhorn,ground,rock,False,False,False,False,False,1,gray,quadruped
181,111,rhyhorn_female,ground,rock,False,False,False,False,False,1,gray,quadruped
182,112,rhydon,ground,rock,False,False,False,False,False,1,gray,bipedtail
183,112,rhydon_female,ground,rock,False,False,False,False,False,1,gray,bipedtail
184,113,chansey,normal,,False,False,False,False,False,1,pink,bipedtail
185,114,tangela,grass,,False,False,False,False,False,1,blue,headleg
186,115,kangaskhan,normal,,False,False,False,False,False,1,brown,bipedtail
187,115,kangaskhan_mega,normal,,True,False,False,False,False,6,brown,bipedtail
188,116,horsea,water,,False,False,False,False,False,1,blue,headbase
189,117,seadra,water,,False,False,False,False,False,1,blue,headbase
190,118,goldeen,water,,False,False,False,False,False,1,red,fin
191,118,goldeen_female,water,,False,False,False,False,False,1,red,fin
192,119,seaking,water,,False,False,False,False,False,1,red,fin
193,119,seaking_female,water,,False,False,False,False,False,1,red,fin
194,120,staryu,water,,False,False,False,False,False,1,brown,headbase
195,121,starmie,water,psychic,False,False,False,False,False,1,purple,headbase
196,122,mrmime,psychic,fairy,False,False,False,False,False,1,pink,biped
197,122,mrmime_galar,ice,psychic,False,False,False,False,False,8,white,biped
198,123,scyther,bug,flying,False,False,False,False,False,1,green,fourwings
199,123,scyther_female,bug,flying,False,False,False,False,False,1,green,fourwings
200,124,jynx,ice,psychic,False,False,False,False,False,1,red,biped
201,125,electabuzz,electric,,False,False,False,False,False,1,yellow,bipedtail
202,126,magmar,fire,,False,False,False,False,False,1,red,bipedtail
203,127,pinsir,bug,,False,False,False,False,False,1,brown,biped
204,127,pinsir_mega,bug,flying,True,False,False,False,False,6,brown,fourwings
205,128,tauros,normal,,False,False,False,False,False,1,brown,quadruped
206,129,magikarp,water,,False,False,False,False,False,1,red,fin
207,129,magikarp_female,water,,False,False,False,False,False,1,red,fin
208,130,gyarados,water,flying,False,False,False,False,False,1,blue,snake
209,130,gyarados_female,water,flying,False,False,False,False,False,1,blue,snake
210,130,gyarados_mega,water,dark,True,False,False,False,False,6,blue,snake
211,131,lapras,water,ice,False,False,False,False,False,1,blue,fin
212,131,lapras_gmax,water,ice,False,True,False,False,False,8,blue,fin
213,132,ditto,normal,,False,False,False,False,False,1,purple,head
214,133,eevee,normal,,False,False,False,False,False,1,brown,quadruped
215,133,eevee_female,normal,,False,False,False,False,False,1,brown,quadruped
216,133,eevee_gmax,normal,,False,True,False,False,False,8,brown,quadruped
217,134,vaporeon,water,,False,False,False,False,False,1,blue,quadruped
218,135,jolteon,electric,,False,False,False,False,False,1,yellow,quadruped
219,136,flareon,fire,,False,False,False,False,False,1,red,quadruped
220,137,porygon,normal,,False,False,False,False,False,1,pink,headleg
221,138,omanyte,rock,water,False,False,False,False,False,1,blue,tentacles
222,139,omastar,rock,water,False,False,False,False,False,1,blue,tentacles
223,140,kabuto,rock,water,False,False,False,False,False,1,brown,insectoid
224,141,kabutops,rock,water,False,False,False,False,False,1,brown,bipedtail
225,142,aerodactyl,rock,flying,False,False,False,False,False,1,purple,twowings
226,142,aerodactyl_mega,rock,flying,True,False,False,False,False,6,purple,twowings
227,143,snorlax,normal,,False,False,False,False,False,1,black,biped
228,143,snorlax_gmax,normal,,False,True,False,False,False,8,black,biped
229,144,articuno,ice,flying,False,False,True,False,False,1,blue,twowings
230,144,articuno_galar,psychic,flying,False,False,True,False,False,8,purple,twowings
231,145,zapdos,electric,flying,False,False,True,False,False,1,yellow,twowings
232,145,zapdos_galar,fighting,flying,False,False,True,False,False,8,yellow,twowings
233,146,moltres,fire,flying,False,False,True,False,False,1,yellow,twowings
234,146,moltres_galar,dark,flying,False,False,True,False,False,8,red,twowings
235,147,dratini,dragon,,False,False,False,False,False,1,blue,snake
236,148,dragonair,dragon,,False,False,False,False,False,1,blue,snake
237,149,dragonite,dragon,flying,False,False,False,False,False,1,brown,bipedtail
238,150,mewtwo,psychic,,False,False,True,False,False,1,purple,bipedtail
239,150,mewtwo_x,psychic,fighting,True,False,True,False,False,6,purple,bipedtail
240,150,mewtwo_y,psychic,,True,False,True,False,False,6,purple,bipedtail
241,151,mew,psychic,,False,False,False,True,False,1,pink,bipedtail
242,152,chikorita,grass,,False,False,False,False,False,2,green,quadruped
243,153,bayleef,grass,,False,False,False,False,False,2,green,quadruped
244,154,meganium,grass,,False,False,False,False,False,2,green,quadruped
245,154,meganium_female,grass,,False,False,False,False,False,2,green,quadruped
246,155,cyndaquil,fire,,False,False,False,False,False,2,yellow,biped
247,156,quilava,fire,,False,False,False,False,False,2,yellow,quadruped
248,157,typhlosion,fire,,False,False,False,False,False,2,yellow,quadruped
249,157,typhlosion_hisui,fire,ghost,False,False,False,False,False,8,yellow,quadruped
250,158,totodile,water,,False,False,False,False,False,2,blue,bipedtail
251,159,croconaw,water,,False,False,False,False,False,2,blue,bipedtail
252,160,feraligatr,water,,False,False,False,False,False,2,blue,bipedtail
253,161,sentret,normal,,False,False,False,False,False,2,brown,quadruped
254,162,furret,normal,,False,False,False,False,False,2,brown,quadruped
255,163,hoothoot,normal,flying,False,False,False,False,False,2,brown,twowings
256,164,noctowl,normal,flying,False,False,False,False,False,2,brown,twowings
257,165,ledyba,bug,flying,False,False,False,False,False,2,red,twowings
258,165,ledyba_female,bug,flying,False,False,False,False,False,2,red,twowings
259,166,ledian,bug,flying,False,False,False,False,False,2,red,twowings
260,166,ledian_female,bug,flying,False,False,False,False,False,2,red,twowings
261,167,spinarak,bug,poison,False,False,False,False,False,2,green,insectoid
262,168,ariados,bug,poison,False,False,False,False,False,2,red,insectoid
263,169,crobat,poison,flying,False,False,False,False,False,2,purple,fourwings
264,170,chinchou,water,electric,False,False,False,False,False,2,blue,fin
265,171,lanturn,water,electric,False,False,False,False,False,2,blue,fin
266,172,pichu,electric,,False,False,False,False,False,2,yellow,quadruped
267,173,cleffa,fairy,,False,False,False,False,False,2,pink,bipedtail
268,174,igglybuff,normal,fairy,False,False,False,False,False,2,pink,biped
269,175,togepi,fairy,,False,False,False,False,False,2,white,biped
270,176,togetic,fairy,flying,False,False,False,False,False,2,white,biped
271,177,natu,psychic,flying,False,False,False,False,False,2,green,twowings
272,178,xatu,psychic,flying,False,False,False,False,False,2,green,twowings
273,178,xatu_female,psychic,flying,False,False,False,False,False,2,green,twowings
274,179,mareep,electric,,False,False,False,False,False,2,white,quadruped
275,180,flaaffy,electric,,False,False,False,False,False,2,pink,bipedtail
276,181,ampharos,electric,,False,False,False,False,False,2,yellow,bipedtail
277,181,ampharos_mega,electric,dragon,True,False,False,False,False,6,yellow,bipedtail
278,182,bellossom,grass,,False,False,False,False,False,2,green,biped
279,183,marill,water,fairy,False,False,False,False,False,2,blue,bipedtail
280,184,azumarill,water,fairy,False,False,False,False,False,2,blue,bipedtail
281,185,sudowoodo,rock,,False,False,False,False,False,2,brown,biped
282,185,sudowoodo_female,rock,,False,False,False,False,False,2,brown,biped
283,186,politoed,water,,False,False,False,False,False,2,green,biped
284,186,politoed_female,water,,False,False,False,False,False,2,green,biped
285,187,hoppip,grass,flying,False,False,False,False,False,2,pink,bipedtail
286,188,skiploom,grass,flying,False,False,False,False,False,2,green,bipedtail
287,189,jumpluff,grass,flying,False,False,False,False,False,2,blue,bipedtail
288,190,aipom,normal,,False,False,False,False,False,2,purple,bipedtail
289,190,aipom_female,normal,,False,False,False,False,False,2,purple,bipedtail
290,191,sunkern,grass,,False,False,False,False,False,2,yellow,head
291,192,sunflora,grass,,False,False,False,False,False,2,yellow,biped
292,193,yanma,bug,flying,False,False,False,False,False,2,red,fourwings
293,194,wooper,water,ground,False,False,False,False,False,2,blue,headleg
294,194,wooper_female,water,ground,False,False,False,False,False,2,blue,headleg
295,195,quagsire,water,ground,False,False,False,False,False,2,blue,bipedtail
296,195,quagsire_female,water,ground,False,False,False,False,False,2,blue,bipedtail
297,195,quagsire_backside,water,ground,False,False,False,False,False,2,blue,bipedtail
298,195,quagsire_female_backside,water,ground,False,False,False,False,False,2,blue,bipedtail
299,196,espeon,psychic,,False,False,False,False,False,2,purple,quadruped
300,197,umbreon,dark,,False,False,False,False,False,2,black,quadruped
301,198,murkrow,dark,flying,False,False,False,False,False,2,black,twowings
302,198,murkrow_female,dark,flying,False,False,False,False,False,2,black,twowings
303,199,slowking,water,psychic,False,False,False,False,False,2,pink,bipedtail
304,199,slowking_galar,poison,psychic,False,False,False,False,False,8,pink,bipedtail
305,200,misdreavus,ghost,,False,False,False,False,False,2,gray,head
306,201,unown_a,psychic,,False,False,False,False,False,2,black,head
307,201,unown_b,psychic,,False,False,False,False,False,2,black,head
308,201,unown_c,psychic,,False,False,False,False,False,2,black,head
309,201,unown_d,psychic,,False,False,False,False,False,2,black,head
310,201,unown_e,psychic,,False,False,False,False,False,2,black,head
311,201,unown_f,psychic,,False,False,False,False,False,2,black,head
312,201,unown_g,psychic,,False,False,False,False,False,2,black,head
313,201,unown_h,psychic,,False,False,False,False,False,2,black,head
314,201,unown_i,psychic,,False,False,False,False,False,2,black,head
315,201,unown_j,psychic,,False,False,False,False,False,2,black,head
316,201,unown_k,psychic,,False,False,False,False,False,2,black,head
317,201,unown_l,psychic,,False,False,False,False,False,2,black,head
318,201,unown_m,psychic,,False,False,False,False,False,2,black,head
319,201,unown_n,psychic,,False,False,False,False,False,2,black,head
320,201,unown_o,psychic,,False,False,False,False,False,2,black,head
321,201,unown_p,psychic,,False,False,False,False,False,2,black,head
322,201,unown_q,psychic,,False,False,False,False,False,2,black,head
323,201,unown_r,psychic,,False,False,False,False,False,2,black,head
324,201,unown_s,psychic,,False,False,False,False,False,2,black,head
325,201,unown_t,psychic,,False,False,False,False,False,2,black,head
326,201,unown_u,psychic,,False,False,False,False,False,2,black,head
327,201,unown_v,psychic,,False,False,False,False,False,2,black,head
328,201,unown_w,psychic,,False,False,False,False,False,2,black,head
329,201,unown_x,psychic,,False,False,False,False,False,2,black,head
330,201,unown_y,psychic,,False,False,False,False,False,2,black,head
331,201,unown_z,psychic,,False,False,False,False,False,2,black,head
332,201,unown_bang,psychic,,False,False,False,False,False,2,black,head
333,201,unown_question,psychic,,False,False,False,False,False,2,black,head
334,202,wobbuffet,psychic,,False,False,False,False,False,2,blue,headbase
335,202,wobbuffet_female,psychic,,False,False,False,False,False,2,blue,headbase
336,203,girafarig,normal,psychic,False,False,False,False,False,2,yellow,quadruped
337,203,girafarig_female,normal,psychic,False,False,False,False,False,2,yellow,quadruped
338,204,pineco,bug,,False,False,False,False,False,2,gray,head
339,205,forretress,bug,steel,False,False,False,False,False,2,purple,head
340,206,dunsparce,normal,,False,False,False,False,False,2,yellow,snake
341,207,gligar,ground,flying,False,False,False,False,False,2,purple,twowings
342,207,gligar_female,ground,flying,False,False,False,False,False,2,purple,twowings
343,208,steelix,steel,ground,False,False,False,False,False,2,gray,snake
344,208,steelix_female,steel,ground,False,False,False,False,False,2,gray,snake
345,208,steelix_mega,steel,ground,True,False,False,False,False,6,gray,snake
346,209,snubbull,fairy,,False,False,False,False,False,2,pink,biped
347,210,granbull,fairy,,False,False,False,False,False,2,purple,bipedtail
348,211,qwilfish,water,poison,False,False,False,False,False,2,gray,fin
349,211,qwilfish_hisui,dark,poison,False,False,False,False,False,8,black,fin
350,212,scizor,bug,steel,False,False,False,False,False,2,red,fourwings
351,212,scizor_female,bug,steel,False,False,False,False,False,2,red,fourwings
352,212,scizor_mega,bug,steel,True,False,False,False,False,6,red,fourwings
353,213,shuckle,bug,rock,False,False,False,False,False,2,yellow,insectoid
354,214,heracross,bug,fighting,False,False,False,False,False,2,blue,biped
355,214,heracross_female,bug,fighting,False,False,False,False,False,2,blue,biped
356,214,heracross_mega,bug,fighting,True,False,False,False,False,6,blue,biped
357,215,sneasel,dark,ice,False,False,False,False,False,2,black,bipedtail
358,215,sneasel_female,dark,ice,False,False,False,False,False,2,black,bipedtail
359,215,sneasel_hisui,fighting,poison,False,False,False,False,False,8,gray,bipedtail
360,215,sneasel_hisui_female,fighting,poison,False,False,False,False,False,8,gray,bipedtail
361,216,teddiursa,normal,,False,False,False,False,False,2,brown,bipedtail
362,217,ursaring,normal,,False,False,False,False,False,2,brown,bipedtail
363,217,ursaring_female,normal,,False,False,False,False,False,2,brown,bipedtail
364,218,slugma,fire,,False,False,False,False,False,2,red,snake
365,219,magcargo,fire,rock,False,False,False,False,False,2,red,snake
366,220,swinub,ice,ground,False,False,False,False,False,2,brown,quadruped
367,221,piloswine,ice,ground,False,False,False,False,False,2,brown,quadruped
368,221,piloswine_female,ice,ground,False,False,False,False,False,2,brown,quadruped
369,222,corsola,water,rock,False,False,False,False,False,2,pink,insectoid
370,222,corsola_galar,ghost,,False,False,False,False,False,8,white,insectoid
371,223,remoraid,water,,False,False,False,False,False,2,gray,fin
372,224,octillery,water,,False,False,False,False,False,2,red,tentacles
373,224,octillery_female,water,,False,False,False,False,False,2,red,tentacles
374,225,delibird,ice,flying,False,False,False,False,False,2,red,twowings
375,226,mantine,water,flying,False,False,False,False,False,2,purple,twowings
376,227,skarmory,steel,flying,False,False,False,False,False,2,gray,twowings
377,228,houndour,dark,fire,False,False,False,False,False,2,black,quadruped
378,229,houndoom,dark,fire,False,False,False,False,False,2,black,quadruped
379,229,houndoom_female,dark,fire,False,False,False,False,False,2,black,quadruped
380,229,houndoom_mega,dark,fire,True,False,False,False,False,6,black,quadruped
381,230,kingdra,water,dragon,False,False,False,False,False,2,blue,headbase
382,231,phanpy,ground,,False,False,False,False,False,2,blue,quadruped
383,232,donphan,ground,,False,False,False,False,False,2,gray,quadruped
384,232,donphan_female,ground,,False,False,False,False,False,2,gray,quadruped
385,233,porygon2,normal,,False,False,False,False,False,2,red,headleg
386,234,stantler,normal,,False,False,False,False,False,2,brown,quadruped
387,235,smeargle,normal,,False,False,False,False,False,2,white,bipedtail
388,236,tyrogue,fighting,,False,False,False,False,False,2,purple,biped
389,237,hitmontop,fighting,,False,False,False,False,False,2,brown,bipedtail
390,238,smoochum,ice,psychic,False,False,False,False,False,2,pink,biped
391,239,elekid,electric,,False,False,False,False,False,2,yellow,biped
392,240,magby,fire,,False,False,False,False,False,2,red,bipedtail
393,241,miltank,normal,,False,False,False,False,False,2,pink,bipedtail
394,242,blissey,normal,,False,False,False,False,False,2,pink,biped
395,243,raikou,electric,,False,False,True,False,False,2,yellow,quadruped
396,244,entei,fire,,False,False,True,False,False,2,brown,quadruped
397,245,suicune,water,,False,False,True,False,False,2,blue,quadruped
398,246,larvitar,rock,ground,False,False,False,False,False,2,green,bipedtail
399,247,pupitar,rock,ground,False,False,False,False,False,2,gray,snake
400,248,tyranitar,rock,dark,False,False,False,False,False,2,green,bipedtail
401,248,tyranitar_mega,rock,dark,True,False,False,False,False,6,green,bipedtail
402,249,lugia,psychic,flying,False,False,True,False,False,2,white,twowings
403,250,ho-oh,fire,flying,False,False,True,False,False,2,red,twowings
404,251,celebi,psychic,grass,False,False,False,True,False,2,green,biped
405,252,treecko,grass,,False,False,False,False,False,3,green,bipedtail
406,253,grovyle,grass,,False,False,False,False,False,3,green,bipedtail
407,254,sceptile,grass,,False,False,False,False,False,3,green,bipedtail
408,254,sceptile_mega,grass,dragon,True,False,False,False,False,6,green,bipedtail
409,255,torchic,fire,,False,False,False,False,False,3,red,headleg
